1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,Label
1.4077,0.88741,0.23784,0.47161,0.19888,0.24486,0.22721,0.54927,0.11716,0.14578,0.32422,0.18662,0.17177,0.1486,0.27269,0.22896,0.42958,0.51346,0.34885,0.53543,0.27335,0.18635,0.31906,0.16791,0.11136,0.15317,0.22488,0.28256,0.23619,0.19769,0.14857,0.19386,0.38997,0.27726,0.41468,0.34785,0.30946,0.40249,0.46814,0.41279,0.44922,0.53338,0.56466,0.41197,0.27468,0.26698,0.58175,0.52596,0.35246,0.46551,0.27017,0.45675,0.34488,0.34794,0.22832,0.19147,0.42267,0.47406,0.37012,0.46565,0.38392,0.4301,0.31896,0.43902,0.084432,0.058195,0.055367,0.078038,0.058512,0.067399,0.054128,0.054548,0.059914,0.064133,0.071738,0.066389,0.064467,0.07326,0.066609,0.065315,0.059094,0.046528,0.07229,0.059362,0.074289,0.061892,0.066144,0.063876,0.053021,0.059231,0.06849,0.060284,0.069077,0.060755,0.07391,0.064385,0.18341,0.21594,0.32122,0.25429,0.16091,0.25058,0.33014,0.25964,0.15973,0.20277,0.18969,0.16952,0.15104,0.14074,0.21891,0.22265,0.057773,0.046089,0.057811,0.057126,0.10454,0.085955,0.05859,0.069582,0.12701,0.1285,0.13865,0.15037,0.073103,0.10552,0.12261,0.12916,0.038505,0.034616,0.032686,0.028426,0.033171,0.031132,0.033598,0.035546,0.029702,0.027389,0.034891,0.033086,0.034665,0.031235,0.030066,0.031668,0.031504,0.030349,0.031768,0.030909,0.035076,0.031188,0.029122,0.025753,0.025613,0.030516,0.029523,0.027839,0.037939,0.035667,0.029367,0.032758,0.044062,0.045111,0.042103,0.044045,0.035605,0.035688,0.040921,0.034602,0.028551,0.031235,0.028687,0.028834,0.036734,0.033805,0.033142,0.029508,0.028179,0.03414,0.03256,0.033359,0.035163,0.048388,0.033731,0.03479,0.030689,0.030149,0.027556,0.030875,0.038828,0.052131,0.028541,0.070828,0.078264,0.058954,0.05338,0.064821,0.064192,0.058846,0.053234,0.055135,0.070142,0.056525,0.051405,0.061246,0.065166,0.059536,0.05279,0.050581,0.049541,0.044436,0.051835,0.04505,0.046371,0.043926,0.055184,0.054218,0.057244,0.056707,0.060849,0.056902,0.046604,0.047619,0.060506,0.049566,0.037356,0.041175,0.040295,0.04837,0.032876,0.038723,0.039184,0.031805,0.04576,0.041209,0.038299,0.042271,0.034474,0.034983,0.034765,0.03988,0.054038,0.047354,0.059265,0.050838,0.050519,0.056344,0.06046,0.054644,0.044767,0.039619,0.048103,0.039699,0.051804,0.053442,0.047054,S2
0.86646,0.90148,0.20926,0.3869,0.1772,0.30481,0.19409,0.50937,0.24645,0.19106,0.32065,0.21724,0.14801,0.16448,0.28656,0.2421,0.42252,0.45817,0.38743,0.48516,0.25079,0.18819,0.31866,0.17478,0.1686,0.1541,0.26811,0.30597,0.25245,0.18893,0.14626,0.21626,0.31351,0.24992,0.40045,0.34747,0.24023,0.44151,0.45489,0.42249,0.57478,0.59614,0.66827,0.51885,0.23628,0.25384,0.54292,0.51756,0.38191,0.42102,0.24507,0.4384,0.31224,0.27475,0.22663,0.16954,0.50183,0.42217,0.40307,0.40032,0.3077,0.38271,0.2878,0.35619,0.06825,0.048277,0.060214,0.058355,0.060567,0.052455,0.054152,0.056987,0.074148,0.054294,0.054722,0.072988,0.064196,0.065155,0.068577,0.064031,0.057867,0.057554,0.06599,0.058124,0.069389,0.078433,0.072589,0.07919,0.066351,0.065765,0.074331,0.06325,0.060828,0.064517,0.068977,0.065964,0.32291,0.23905,0.34909,0.28017,0.15117,0.26921,0.32412,0.27645,0.15603,0.18876,0.20902,0.17998,0.1494,0.1608,0.21892,0.21305,0.069656,0.05813,0.076872,0.067675,0.080159,0.079239,0.056989,0.068995,0.13445,0.13313,0.14474,0.14798,0.081741,0.086772,0.10685,0.12262,0.038718,0.029599,0.031402,0.030071,0.031456,0.030821,0.032108,0.030254,0.029202,0.027923,0.028284,0.040995,0.033967,0.030783,0.031314,0.031216,0.033337,0.035362,0.031432,0.027372,0.032427,0.033236,0.028615,0.031628,0.031512,0.026768,0.027654,0.029849,0.033044,0.032989,0.027491,0.032003,0.051158,0.047079,0.036814,0.039743,0.029041,0.033983,0.033751,0.034667,0.027777,0.027476,0.030095,0.025872,0.029984,0.028679,0.029383,0.030112,0.029529,0.029331,0.030867,0.034803,0.030913,0.031355,0.036907,0.034361,0.028277,0.027242,0.027789,0.025211,0.028304,0.031829,0.028959,0.033143,0.065184,0.051265,0.05522,0.061003,0.061295,0.053046,0.057359,0.05432,0.059115,0.060553,0.075211,0.05584,0.058338,0.066826,0.057331,0.061272,0.047484,0.048605,0.052997,0.052156,0.042474,0.048382,0.053605,0.049308,0.063068,0.059044,0.054599,0.056937,0.050297,0.041935,0.04797,0.045203,0.048688,0.041724,0.040892,0.044895,0.033624,0.035501,0.033171,0.030714,0.045879,0.042907,0.040033,0.040046,0.035327,0.032788,0.039829,0.031694,0.050883,0.046445,0.052205,0.046637,0.05949,0.054067,0.057348,0.056605,0.042827,0.044968,0.046148,0.046549,0.045658,0.048003,0.043171,S2
0.97348,0.96208,0.21541,0.45628,0.1998,0.2461,0.1924,0.47374,0.14638,0.20036,0.32793,0.18952,0.14606,0.1349,0.22611,0.23446,0.39378,0.4781,0.33516,0.47402,0.27088,0.16283,0.29874,0.1663,0.13539,0.15702,0.23987,0.23257,0.25934,0.18555,0.13918,0.15026,0.19876,0.24368,0.42826,0.31019,0.33756,0.40829,0.44455,0.36023,0.38278,0.52368,0.57086,0.55435,0.25161,0.30603,0.61468,0.51654,0.42126,0.45672,0.24715,0.53076,0.38528,0.31981,0.20843,0.18071,0.47398,0.40272,0.41798,0.71695,0.40414,0.32998,0.33172,0.44079,0.069106,0.04565,0.05706,0.055716,0.061223,0.057514,0.052456,0.053147,0.061629,0.06058,0.070596,0.06466,0.064278,0.064196,0.055651,0.057037,0.054232,0.052121,0.060717,0.059481,0.061294,0.060958,0.056623,0.064744,0.060044,0.057646,0.06706,0.053553,0.066545,0.067695,0.078582,0.068245,0.27045,0.219,0.32913,0.2943,0.18594,0.25202,0.33617,0.27271,0.17278,0.16672,0.20214,0.17391,0.15923,0.16325,0.26502,0.23032,0.065054,0.056157,0.060387,0.060194,0.096993,0.073661,0.062415,0.060781,0.13024,0.12209,0.13181,0.14556,0.08923,0.081298,0.10359,0.1107,0.033116,0.029735,0.03467,0.034761,0.035869,0.034206,0.03365,0.031563,0.034886,0.032727,0.033947,0.035694,0.033158,0.029869,0.026903,0.029639,0.032262,0.031262,0.0323,0.040399,0.035747,0.031618,0.028687,0.02789,0.03019,0.0281,0.030089,0.02966,0.033081,0.034791,0.036629,0.044915,0.043625,0.04724,0.039812,0.04354,0.038395,0.035193,0.036288,0.042317,0.03243,0.028949,0.029791,0.036245,0.034908,0.029746,0.028161,0.032941,0.032052,0.033464,0.034952,0.030575,0.036651,0.032411,0.034405,0.036184,0.030343,0.027723,0.028967,0.029798,0.029559,0.03154,0.030227,0.035127,0.053051,0.051447,0.056332,0.048822,0.055365,0.054171,0.051625,0.054731,0.065957,0.063202,0.061192,0.063417,0.05878,0.059136,0.058208,0.06643,0.03851,0.046321,0.042433,0.048523,0.052716,0.047271,0.045726,0.041608,0.061411,0.059674,0.044871,0.054171,0.047518,0.045994,0.052422,0.045988,0.046294,0.03872,0.039788,0.053411,0.034237,0.03648,0.037893,0.040667,0.052863,0.049652,0.043401,0.037811,0.03547,0.033505,0.038159,0.044082,0.044224,0.043569,0.052301,0.050592,0.05867,0.06442,0.059963,0.059201,0.041006,0.04334,0.052559,0.049122,0.054701,0.062813,0.054446,S2
0.82376,0.90169,0.19756,0.34394,0.19842,0.27046,0.20745,0.48137,0.14164,0.1785,0.29018,0.1988,0.16258,0.16797,0.22271,0.28732,0.35374,0.45142,0.41262,0.5701,0.25383,0.19211,0.25374,0.18296,0.14742,0.14882,0.24573,0.22483,0.21273,0.15613,0.13437,0.16803,0.22801,0.21457,0.38923,0.29562,0.25609,0.39196,0.45644,0.4605,0.33284,0.49553,0.58138,0.44488,0.24327,0.27453,0.61543,0.5116,0.38361,0.48167,0.23911,0.43318,0.37395,0.38057,0.24441,0.203,0.35648,0.41448,0.44993,0.45837,0.37756,0.4449,0.38752,0.46527,0.054851,0.051105,0.054436,0.058211,0.064517,0.060109,0.059224,0.052942,0.067333,0.063067,0.059616,0.067325,0.058075,0.058159,0.052322,0.062249,0.046863,0.047197,0.060204,0.057502,0.077918,0.068598,0.065425,0.085422,0.063229,0.058683,0.06658,0.064299,0.073587,0.061622,0.074712,0.067944,0.19046,0.20059,0.3138,0.26465,0.17476,0.24213,0.3368,0.31404,0.14131,0.1567,0.21515,0.15601,0.15284,0.17353,0.2115,0.23019,0.05473,0.05648,0.062087,0.058611,0.078035,0.084107,0.063169,0.077955,0.12247,0.14593,0.13119,0.12391,0.077696,0.10434,0.11661,0.14419,0.05549,0.033312,0.034092,0.033884,0.030659,0.033884,0.033002,0.034492,0.028359,0.031412,0.034605,0.034491,0.025219,0.032219,0.033472,0.029335,0.028525,0.034842,0.032937,0.034616,0.037529,0.029892,0.038454,0.037953,0.030929,0.026048,0.031095,0.027149,0.033043,0.032818,0.032268,0.029749,0.037194,0.038669,0.037658,0.041049,0.031671,0.035945,0.038109,0.037219,0.030911,0.032964,0.028199,0.03548,0.03397,0.03055,0.031315,0.036656,0.030173,0.031249,0.040353,0.032501,0.025445,0.033372,0.037649,0.036357,0.030301,0.029317,0.028694,0.03023,0.02757,0.030997,0.030578,0.034929,0.055445,0.050216,0.052516,0.052128,0.054148,0.055537,0.046908,0.04807,0.063713,0.05609,0.056937,0.063043,0.055353,0.057213,0.053683,0.056064,0.040776,0.040101,0.049431,0.047624,0.048615,0.046365,0.046253,0.04317,0.064579,0.061916,0.05241,0.054753,0.041021,0.042472,0.0533,0.056796,0.047777,0.048526,0.039507,0.045902,0.035007,0.037504,0.040354,0.036445,0.047637,0.041287,0.041461,0.046129,0.039297,0.035155,0.041115,0.042189,0.049686,0.040305,0.054154,0.048245,0.049091,0.058079,0.056049,0.063986,0.052242,0.044199,0.046002,0.043473,0.055304,0.059167,0.046533,S2
1.0196,0.84877,0.22184,0.39289,0.22403,0.25319,0.24803,0.5433,0.14513,0.18274,0.34991,0.25971,0.1894,0.15372,0.22845,0.22506,0.42106,0.56006,0.36656,0.52351,0.24192,0.18415,0.28871,0.1842,0.12402,0.14793,0.25299,0.29471,0.24618,0.21163,0.14169,0.18911,0.18395,0.26075,0.39376,0.28192,0.24366,0.38823,0.35635,0.39477,0.45988,0.55157,0.55716,0.45441,0.2095,0.25065,0.55349,0.47079,0.44415,0.50254,0.30097,0.51472,0.32887,0.31528,0.24057,0.1928,0.402,0.39289,0.40705,0.49089,0.34645,0.44404,0.31881,0.54716,0.054282,0.051164,0.054609,0.054225,0.063599,0.066989,0.05539,0.054324,0.057622,0.064081,0.054017,0.053276,0.060263,0.057668,0.061535,0.073514,0.046972,0.053219,0.062246,0.060282,0.067388,0.06914,0.058592,0.065238,0.062955,0.06328,0.070317,0.060799,0.06644,0.060094,0.062734,0.065566,0.23918,0.19753,0.32614,0.25039,0.14644,0.23938,0.32197,0.27542,0.13151,0.16845,0.16976,0.13597,0.12036,0.14314,0.19467,0.1944,0.07638,0.070413,0.067797,0.06693,0.086317,0.08584,0.065647,0.078569,0.12597,0.13567,0.12266,0.14744,0.082974,0.094097,0.10831,0.10245,0.033986,0.031661,0.030235,0.036438,0.032477,0.035276,0.03585,0.032782,0.040829,0.031959,0.031593,0.033918,0.029499,0.034055,0.030071,0.03094,0.032457,0.034741,0.030006,0.031511,0.031387,0.03206,0.030656,0.033346,0.029305,0.032353,0.030834,0.028313,0.034962,0.030322,0.026077,0.032201,0.049665,0.04058,0.034554,0.043185,0.03886,0.032416,0.041454,0.036464,0.036176,0.02718,0.029904,0.030333,0.034508,0.030364,0.031766,0.031887,0.031946,0.03291,0.03574,0.032077,0.0324,0.035725,0.036185,0.036011,0.028855,0.029186,0.025929,0.029222,0.027989,0.031966,0.02642,0.025519,0.068812,0.057699,0.056084,0.054742,0.055075,0.051385,0.053149,0.0546,0.065747,0.068885,0.053711,0.05748,0.06217,0.050374,0.054377,0.05896,0.053229,0.046377,0.054925,0.046517,0.053344,0.050947,0.046253,0.05103,0.065103,0.066379,0.050555,0.053213,0.044295,0.053826,0.061703,0.059298,0.055404,0.047272,0.037995,0.052038,0.034635,0.042219,0.041661,0.03981,0.043911,0.045389,0.042309,0.040615,0.038746,0.040089,0.039201,0.040742,0.055911,0.048305,0.061241,0.051088,0.058828,0.058961,0.057563,0.049716,0.046755,0.039234,0.04627,0.042228,0.047116,0.057584,0.049557,S2
0.89897,1.0197,0.24982,0.45455,0.1901,0.2893,0.2127,0.56052,0.14809,0.19312,0.2689,0.17979,0.17169,0.1504,0.21985,0.25192,0.4002,0.46205,0.41157,0.49633,0.25757,0.18528,0.31186,0.1767,0.12181,0.15667,0.24739,0.2886,0.22356,0.18692,0.13827,0.16352,0.34297,0.25018,0.37447,0.33423,0.24632,0.39699,0.38701,0.40094,0.32054,0.45301,0.51612,0.42529,0.2214,0.29075,0.53115,0.4899,0.43289,0.45626,0.2905,0.42872,0.29664,0.28958,0.22726,0.18172,0.33445,0.39829,0.37894,0.5413,0.3492,0.38471,0.34008,0.41597,0.070199,0.053036,0.056208,0.059216,0.062491,0.056548,0.060546,0.056658,0.06727,0.062284,0.058872,0.062266,0.060434,0.066889,0.059854,0.066418,0.060164,0.052015,0.062071,0.049448,0.060775,0.07174,0.061557,0.074035,0.058729,0.069199,0.066053,0.055604,0.064368,0.068388,0.08085,0.085417,0.17319,0.21356,0.30177,0.23405,0.15523,0.24756,0.28853,0.25634,0.13024,0.15869,0.16864,0.14481,0.1324,0.1555,0.20303,0.18446,0.054721,0.05656,0.065496,0.058484,0.084293,0.072277,0.060325,0.062735,0.12282,0.13014,0.12514,0.13147,0.085686,0.088928,0.10114,0.10351,0.071086,0.030923,0.035964,0.038099,0.048093,0.036215,0.034013,0.031922,0.026958,0.025155,0.033728,0.032737,0.040812,0.031319,0.033455,0.031151,0.030155,0.030574,0.029638,0.031862,0.034333,0.033927,0.030817,0.027719,0.028944,0.028162,0.030994,0.029182,0.036111,0.030504,0.029507,0.032052,0.056601,0.050364,0.038872,0.047932,0.035116,0.033017,0.042133,0.041266,0.030317,0.030185,0.028212,0.032266,0.034923,0.033056,0.030865,0.028821,0.028739,0.032431,0.032184,0.030865,0.030132,0.030533,0.033163,0.027998,0.033159,0.027433,0.028286,0.026949,0.027214,0.02841,0.027117,0.031335,0.051135,0.045928,0.05566,0.063218,0.064697,0.059671,0.05498,0.050623,0.080691,0.063812,0.052798,0.065745,0.062789,0.061899,0.057579,0.051968,0.055954,0.047666,0.052974,0.046311,0.057512,0.046758,0.042868,0.046193,0.068972,0.067542,0.055415,0.057775,0.050383,0.045485,0.06231,0.053906,0.042546,0.042768,0.039498,0.040461,0.038764,0.032502,0.035112,0.035083,0.050491,0.039415,0.037802,0.039425,0.03741,0.038118,0.037615,0.038698,0.050942,0.043637,0.057271,0.054494,0.052643,0.060268,0.061919,0.061759,0.046845,0.046067,0.052345,0.044161,0.050779,0.050373,0.048998,S2
1.0684,1.1704,0.23298,0.45014,0.23307,0.29534,0.20662,0.46771,0.45725,0.32489,0.36942,0.22881,0.18234,0.17654,0.26239,0.30495,0.42137,0.47814,0.41456,0.55136,0.28106,0.21185,0.32795,0.19157,0.29912,0.23947,0.25907,0.27692,0.27518,0.216,0.1848,0.21791,0.27283,0.22808,0.32045,0.28945,0.27276,0.3631,0.39411,0.46389,0.33356,0.48507,0.56723,0.39297,0.21414,0.26423,0.57497,0.49909,0.39945,0.50039,0.32518,0.52701,0.31572,0.318,0.26823,0.19243,0.34836,0.4619,0.38337,0.44581,0.37966,0.42883,0.27696,0.46841,0.082418,0.054649,0.063275,0.06643,0.060698,0.060646,0.05838,0.051736,0.060093,0.066187,0.073231,0.069381,0.058152,0.050624,0.059581,0.064937,0.062514,0.057869,0.069553,0.064161,0.068366,0.068578,0.057264,0.074379,0.061379,0.060558,0.070726,0.06684,0.058352,0.065381,0.070837,0.069052,0.26736,0.21516,0.28405,0.25068,0.18073,0.23579,0.30564,0.30615,0.14687,0.19743,0.18308,0.16616,0.13818,0.15585,0.21785,0.22248,0.056933,0.059269,0.061034,0.058015,0.084785,0.090541,0.06708,0.06187,0.1195,0.14267,0.12068,0.13365,0.092404,0.10218,0.10562,0.12841,0.051931,0.03003,0.035258,0.030743,0.036145,0.035656,0.027759,0.029228,0.030455,0.031141,0.032739,0.031756,0.032156,0.029287,0.035641,0.030984,0.033389,0.028922,0.033421,0.033201,0.033294,0.033829,0.031105,0.028532,0.033597,0.029542,0.028321,0.027286,0.033055,0.03302,0.032465,0.032117,0.048802,0.048344,0.039051,0.049412,0.031523,0.039098,0.038382,0.036032,0.028584,0.03019,0.026732,0.033582,0.033505,0.034585,0.028978,0.030325,0.033645,0.033961,0.033321,0.034397,0.02991,0.031433,0.033085,0.03079,0.028332,0.028974,0.026846,0.028441,0.028762,0.03022,0.026767,0.030671,0.060347,0.049211,0.055285,0.058843,0.061022,0.061157,0.057887,0.049862,0.068486,0.064258,0.05672,0.055833,0.056504,0.058676,0.065704,0.059315,0.041972,0.037077,0.048649,0.041386,0.042239,0.049559,0.046889,0.05238,0.06088,0.063515,0.068412,0.057131,0.04645,0.047324,0.052656,0.057631,0.049196,0.043888,0.04641,0.046974,0.033257,0.037861,0.034855,0.037452,0.043431,0.040109,0.036994,0.039348,0.032802,0.030333,0.039113,0.035734,0.040673,0.043909,0.056247,0.047538,0.046818,0.047955,0.059304,0.051743,0.045526,0.048814,0.048324,0.049664,0.042946,0.043397,0.044337,S2
0.80089,0.98222,0.24298,0.4924,0.21753,0.30082,0.22718,0.5457,0.13477,0.16294,0.40987,0.30666,0.17527,0.15737,0.32476,0.22759,0.44122,0.54409,0.40788,0.54985,0.25725,0.2236,0.31888,0.13821,0.14035,0.15487,0.24621,0.25597,0.26432,0.21408,0.14076,0.17425,0.2777,0.22796,0.37107,0.30522,0.27459,0.37315,0.40827,0.44403,0.3807,0.51498,0.50407,0.39804,0.22656,0.27016,0.50555,0.44674,0.32887,0.51665,0.28518,0.49476,0.27618,0.31621,0.25546,0.20517,0.38075,0.38706,0.41253,0.43962,0.35117,0.43262,0.35621,0.44648,0.070483,0.05082,0.056645,0.065172,0.062593,0.061533,0.056171,0.055611,0.060744,0.059178,0.055211,0.064222,0.058895,0.058338,0.061962,0.060659,0.073611,0.054517,0.074366,0.06012,0.07162,0.070189,0.07413,0.084268,0.059264,0.05635,0.06953,0.059194,0.079727,0.063787,0.094942,0.10165,0.19106,0.2299,0.31761,0.23633,0.17477,0.25743,0.29992,0.29823,0.147,0.17672,0.1804,0.1399,0.14125,0.15384,0.18461,0.19318,0.068739,0.061323,0.073563,0.062855,0.12297,0.090512,0.064148,0.072521,0.11709,0.13066,0.14134,0.1284,0.086563,0.11543,0.15114,0.15984,0.060397,0.033342,0.03217,0.033784,0.034931,0.033412,0.03187,0.033447,0.032292,0.034457,0.031267,0.033101,0.031976,0.028129,0.035383,0.029198,0.036595,0.031424,0.027737,0.032807,0.035266,0.035571,0.031879,0.030198,0.029444,0.030016,0.029293,0.026222,0.035464,0.033161,0.031518,0.032981,0.045018,0.04347,0.041549,0.048632,0.034495,0.037391,0.036469,0.038619,0.030531,0.031118,0.030198,0.03101,0.030062,0.03093,0.029227,0.03093,0.026161,0.035022,0.035552,0.037664,0.032899,0.03742,0.036895,0.040092,0.029586,0.029976,0.029637,0.02705,0.033265,0.030301,0.026366,0.035624,0.076751,0.047913,0.052844,0.056519,0.060468,0.059784,0.054424,0.050021,0.062263,0.060079,0.054316,0.060215,0.054971,0.060417,0.05841,0.060081,0.044513,0.04631,0.052303,0.041204,0.04675,0.042923,0.057693,0.058745,0.06907,0.062781,0.059678,0.061686,0.047143,0.051923,0.067474,0.054182,0.042471,0.044261,0.038286,0.039924,0.032207,0.035457,0.03738,0.035198,0.050503,0.045381,0.037782,0.042438,0.030948,0.032736,0.04179,0.037358,0.049515,0.050262,0.054103,0.053319,0.054527,0.070075,0.062956,0.065404,0.049037,0.049536,0.048807,0.047905,0.056055,0.065142,0.057082,S2
1.0969,0.6412,0.43425,0.59013,1.4042,1.7934,0.6899,0.76918,2.532,2.5209,2.2416,2.1746,1.6276,1.4889,2.3077,2.5145,3.7327,3.1691,2.703,1.7801,1.8485,1.6573,2.0061,2.3944,2.1301,1.8789,1.6867,3.1132,1.4712,1.7217,1.4552,2.1748,2.4437,2.3819,3.892,3.8606,2.2772,4.2026,4.7693,4.5873,3.7703,3.1001,5.0457,3.8259,2.3879,2.3755,4.1011,3.276,3.0306,2.8965,1.8607,2.065,2.1217,1.7401,1.5474,1.3021,3.8804,3.9648,3.1023,3.5125,2.3246,2.8355,2.9414,2.6974,0.84853,0.67587,0.85961,0.69217,0.58795,0.57193,0.70643,0.59964,1.1224,0.87463,1.0175,0.75459,0.58467,0.78145,0.74324,0.75932,1.753,1.0933,1.2053,1.1545,1.2463,1.1479,1.4195,1.2182,1.1173,1.0397,1.064,1.0655,1.0747,1.0444,1.1627,1.2457,2.4054,2.3928,3.0165,2.8717,3.0814,4.0548,3.5326,3.7201,3.8304,3.0246,2.1413,2.2893,2.7587,2.4775,2.2302,1.9068,1.5561,1.2063,1.2165,1.165,2.1055,1.7083,1.2424,1.3326,3.9923,3.5601,2.6142,2.6448,2.0946,2.4007,1.8778,2.7283,1.419,0.64278,0.7669,0.67311,0.84964,0.70537,0.77752,0.71684,1.1093,0.81112,0.83883,0.73464,0.76784,0.72886,0.85356,0.74365,1.2125,0.92904,0.81869,0.82816,0.92984,0.93805,0.80783,0.76321,0.80679,0.76172,0.77379,0.68043,0.86493,0.84284,0.70705,0.73783,1.3856,1.2388,1.3149,1.3625,1.4702,1.1053,1.2378,0.94841,1.6629,1.3079,1.1313,0.98327,1.3866,1.1915,1.2743,1.1647,1.1512,0.95305,0.80345,0.68765,1.0243,0.89966,0.94225,0.88432,1.0963,0.86574,1.0339,0.90678,0.78461,0.78299,0.79195,0.89892,1.0308,0.58895,0.8317,0.64469,0.73964,0.644,0.74563,0.61501,1.2232,1.1422,1.1982,0.90261,0.74103,0.90652,1.0784,0.97935,1.3053,1.0847,1.1792,1.288,1.1739,1.0911,1.0856,1.07,1.4092,1.4204,1.2725,1.5555,1.1562,1.2241,1.1237,1.1179,1.133,1.2768,1.3115,1.207,1.3377,1.0902,1.2862,1.3187,1.2679,1.445,1.7684,1.4006,1.3079,1.4053,1.5109,1.4961,1.1723,1.2384,1.7124,1.309,1.502,1.4554,1.5407,1.366,1.3263,1.3737,1.3832,1.298,1.1802,1.2061,1.217,S3
7.068,1.2237,0.8279,1.721,1.5101,1.9486,0.89452,1.1762,4.0716,2.5985,2.5185,2.269,1.9901,1.7732,2.5924,2.9631,3.3266,3.2901,2.7629,2.2574,2.0559,1.8108,1.9254,2.1544,2.9497,1.9675,1.8934,2.9668,1.8051,1.7276,1.5919,2.2443,2.952,2.5886,3.8385,3.7734,3.0769,4.9369,4.8999,4.2404,3.5997,3.0661,5.8576,3.8308,2.9617,2.9302,4.966,3.2777,3.4245,2.7712,1.9256,2.1756,2.3482,1.8163,1.3873,1.4531,4.4546,3.5263,2.9767,3.9312,1.937,3.4031,3.0763,2.6295,0.87882,0.65389,0.61502,0.72094,0.65346,0.65181,0.63235,0.55503,1.0884,0.90123,0.96418,0.74633,0.61182,0.67127,0.83536,0.78187,1.6824,1.0246,1.3454,1.0913,1.1327,1.1956,1.5845,1.6256,1.1032,1.1117,1.1946,1.0048,1.0446,0.96284,0.97896,1.1821,4.79,2.8585,4.3246,3.5185,3.1886,4.3157,4.3952,4.0852,3.8428,2.4267,2.6018,1.9757,2.5443,2.4644,2.5512,2.6264,1.7594,1.4789,1.4774,1.3416,2.4284,1.8458,1.1543,1.3853,4.054,3.5894,2.3969,2.8014,2.8255,2.8466,2.1479,2.8402,0.90576,0.68356,0.66014,0.58517,0.66526,0.63558,0.69501,0.74376,0.75562,0.76929,0.89583,0.80861,0.74414,0.74653,0.87244,0.77178,0.84247,0.86165,0.86181,0.95266,0.77681,0.84945,0.82038,0.81697,0.83192,0.67295,0.65674,0.59011,0.83549,0.70819,0.74032,0.71611,1.4635,1.5717,1.4402,1.5829,1.1807,1.1016,1.3533,1.1071,0.94579,1.2153,0.92274,0.80865,1.2648,1.1305,0.92381,0.92744,0.83912,0.75374,0.87811,0.80698,0.83231,0.88982,0.90284,0.92836,1.2231,1.2284,1.0768,1.1134,0.90674,1.032,1.0771,0.85646,0.68515,0.66259,0.64556,0.55071,0.91355,0.64873,0.67582,0.6648,1.1773,1.1444,0.97308,1.2465,0.66338,0.68258,0.89451,0.82706,1.6672,1.4274,1.5186,1.3529,1.0268,1.0308,1.302,1.1989,1.5023,1.6323,1.5019,1.3211,1.4938,1.3071,1.3339,1.2341,1.2989,1.3873,1.4539,1.19,1.1883,1.223,1.3377,1.2286,1.2792,1.2551,1.6305,1.2362,1.331,1.2682,1.4817,1.3996,2.3696,1.9343,2.041,1.5459,1.6442,1.4487,1.5494,1.6252,1.3059,1.3062,1.3325,1.2487,1.3915,1.3862,1.4176,S3
